Drug,Drug
69,121
69,130
69,134
69,147
69,160
69,177
69,180
69,186
69,193
69,194
69,200
69,201
69,204
69,205
69,207
69,208
69,216
69,217
69,225
69,228
69,233
69,234
69,235
69,245
69,248
69,252
69,253
69,255
69,256
69,264
69,265
69,266
70,1
70,6
70,8
70,16
70,29
70,31
70,32
70,35
70,41
70,42
70,53
70,55
70,65
70,68
70,84
70,85
70,102
70,107
70,108
70,111
70,113
70,114
70,116
70,117
70,186
70,193
70,194
70,201
70,207
70,208
70,217
70,225
70,233
70,234
70,235
70,245
70,248
70,253
70,256
70,264
70,266
71,1
71,6
71,8
71,9
71,15
71,16
71,26
71,29
71,31
71,32
71,35
71,41
71,42
71,53
71,55
71,56
71,65
71,66
71,67
71,68
71,85
71,90
71,91
71,92
71,102
71,103
71,107
71,108
71,110
71,111
71,113
71,114
71,116
71,117
71,121
71,130
71,134
71,147
71,155
71,160
71,177
71,180
71,186
71,193
71,194
71,200
71,201
71,203
71,204
71,205
71,207
71,208
71,216
71,217
71,222
71,225
71,233
71,234
71,235
71,245
71,248
71,252
71,253
71,256
71,264
71,265
71,266
72,6
72,8
72,9
72,15
72,26
72,29
72,31
72,32
72,35
72,42
72,53
72,55
72,56
72,65
72,66
72,67
72,68
72,90
72,91
72,92
72,103
72,108
72,110
72,111
72,113
72,116
72,117
72,121
72,130
72,134
72,147
72,160
72,177
72,180
72,186
72,193
72,194
72,200
72,201
72,204
72,205
72,207
72,208
72,216
72,228
72,233
72,234
72,235
72,245
72,252
72,256
72,264
72,265
72,266
73,8
73,35
73,84
73,108
73,186
73,193
73,194
74,1
74,6
74,8
74,9
74,16
74,26
74,29
74,31
74,32
74,35
74,41
74,42
74,53
74,55
74,56
74,65
74,66
74,67
74,68
74,84
74,85
74,90
74,91
74,92
74,102
74,103
74,107
74,108
74,110
74,111
74,113
74,114
74,116
74,117
74,121
74,130
74,134
74,147
74,160
74,177
74,180
74,186
74,193
74,194
74,200
74,201
74,204
74,205
74,207
74,208
74,216
74,217
74,222
74,225
74,228
74,232
74,233
74,234
74,235
74,245
74,248
74,252
74,255
74,256
74,264
74,265
74,266
75,1
75,6
75,8
75,9
75,15
75,16
75,26
75,29
75,31
75,32
75,35
75,41
75,42
75,53
75,55
75,56
75,65
75,66
75,67
75,84
75,90
75,92
75,102
75,103
75,107
75,108
75,110
75,111
75,113
75,114
75,116
75,117
75,121
75,130
75,134
75,147
75,160
75,177
75,180
75,186
75,193
75,194
75,200
75,201
75,205
75,207
75,208
75,216
75,217
75,225
75,228
75,234
75,235
75,245
75,248
75,252
75,253
75,255
75,256
75,264
75,265
76,1
76,8
76,9
76,16
76,29
76,31
76,32
76,35
76,41
76,42
76,65
76,85
76,102
76,107
76,108
76,110
76,111
76,113
76,114
76,116
76,117
76,147
76,155
76,186
76,193
76,194
76,200
76,207
76,208
76,217
76,225
76,228
76,234
76,235
76,248
76,253
76,255
76,264
77,9
77,29
77,32
77,41
77,107
77,114
77,193
77,194
77,207
77,225
77,235
77,253
77,264
78,1
78,6
78,8
78,9
78,15
78,16
78,26
78,29
78,31
78,32
78,35
78,41
78,42
78,53
78,55
78,56
78,65
78,66
78,67
78,68
78,85
78,90
78,91
78,92
78,102
78,103
78,107
78,108
78,110
78,111
78,113
78,114
78,116
78,117
78,121
78,130
78,134
78,147
78,155
78,160
78,177
78,180
78,186
78,193
78,194
78,200
78,201
78,203
78,204
78,205
78,207
78,208
78,216
78,217
78,225
78,233
78,234
78,235
78,245
78,248
78,252
78,253
78,256
78,265
78,266
79,1
79,6
79,8
79,15
79,16
79,26
79,29
79,31
79,32
79,35
79,41
79,42
79,53
79,55
79,56
79,65
79,68
79,85
79,90
79,91
79,92
79,102
79,103
79,107
79,108
79,110
79,111
79,113
79,114
79,116
79,117
79,121
79,130
79,134
79,155
79,160
79,177
79,180
79,186
79,193
79,194
79,200
79,201
79,203
79,204
79,205
79,207
79,208
79,216
79,217
79,225
79,233
79,234
79,235
79,245
79,248
79,252
79,256
79,264
79,265
79,266
80,264
81,1
81,6
81,8
81,9
81,15
81,16
81,26
81,29
81,31
81,32
81,35
81,41
81,42
81,53
81,54
81,55
81,56
81,65
81,66
81,67
81,68
81,84
81,85
81,90
81,91
81,92
81,102
81,103
81,107
81,108
81,110
81,111
81,113
81,114
81,116
81,117
81,121
81,130
81,134
81,147
81,155
81,160
81,177
81,180
81,186
81,193
81,194
81,200
81,201
81,203
81,204
81,205
81,207
81,208
81,216
81,217
81,225
81,228
81,232
81,233
81,234
81,235
81,245
81,248
81,252
81,253
81,255
81,256
81,264
81,265
81,266
82,6
82,29
82,31
82,32
82,35
82,41
82,42
82,53
82,55
82,65
82,107
82,116
82,117
82,193
82,194
82,207
82,217
82,233
82,234
82,235
82,245
82,253
82,256
82,266
83,1
83,6
83,8
83,9
83,15
83,16
83,26
83,29
83,31
83,32
83,35
83,41
83,42
83,53
83,54
83,55
83,56
83,65
83,66
83,67
83,68
83,84
83,85
83,90
83,91
83,92
83,102
83,103
83,107
83,108
83,110
83,111
83,113
83,114
83,116
83,121
83,130
83,134
83,147
83,155
83,160
83,177
83,180
83,186
83,193
83,194
83,200
83,201
83,203
83,205
83,207
83,208
83,216
83,225
83,228
83,232
83,233
83,234
83,235
83,245
83,248
83,252
83,253
83,255
83,256
83,264
83,265
84,1
84,8
84,9
84,16
84,29
84,32
84,35
84,41
84,54
84,56
84,65
84,68
84,102
84,114
84,116
84,130
84,147
84,155
84,186
84,193
84,194
84,200
84,203
84,204
84,225
84,228
84,232
84,233
84,248
84,255
84,264
85,1
85,6
85,8
85,9
85,16
85,29
85,31
85,32
85,35
85,41
85,42
85,54
85,56
85,65
85,68
85,90
85,91
85,102
85,107
85,108
85,111
85,113
85,114
85,116
85,130
85,147
85,155
85,160
85,186
85,193
85,194
85,200
85,203
85,204
85,207
85,208
85,217
85,222
85,225
85,228
85,232
85,233
85,235
85,245
85,248
85,255
85,264
86,1
86,6
86,8
86,9
86,15
86,16
86,26
86,29
86,31
86,32
86,35
86,41
86,42
86,53
86,55
86,56
86,65
86,66
86,67
86,84
86,90
86,91
86,92
86,102
86,103
86,107
86,108
86,110
86,111
86,113
86,114
86,116
86,117
86,121
86,130
86,134
86,147
86,160
86,177
86,180
86,186
86,193
86,194
86,200
86,201
86,204
86,205
86,207
86,208
86,216
86,217
86,225
86,233
86,234
86,235
86,245
86,248
86,252
86,253
86,256
86,264
86,265
86,266
87,1
87,6
87,8
87,9
87,15
87,16
87,26
87,29
87,31
87,32
87,35
87,41
87,54
87,55
87,56
87,65
87,66
87,67
87,68
87,84
87,85
87,90
87,91
87,92
87,102
87,107
87,108
87,110
87,111
87,113
87,114
87,116
87,117
87,121
87,130
87,134
87,147
87,155
87,160
87,177
87,180
87,186
87,193
87,194
87,200
87,201
87,203
87,204
87,205
87,207
87,208
87,216
87,217
87,222
87,225
87,228
87,232
87,233
87,235
87,245
87,248
87,252
87,255
87,264
87,265
88,1
88,6
88,8
88,15
88,16
88,26
88,29
88,31
88,32
88,35
88,41
88,42
88,53
88,55
88,65
88,68
88,85
88,90
88,91
88,102
88,107
88,108
88,111
88,113
88,114
88,116
88,117
88,121
88,130
88,160
88,177
88,180
88,186
88,194
88,201
88,204
88,207
88,208
88,217
88,225
88,228
88,233
88,234
88,235
88,245
88,248
88,252
88,256
88,264
88,265
88,266
89,1
89,6
89,8
89,9
89,15
89,16
89,26
89,29
89,31
89,32
89,35
89,41
89,42
89,53
89,55
89,56
89,65
89,66
89,67
89,68
89,85
89,90
89,91
89,92
89,102
89,103
89,107
89,108
89,110
89,111
89,113
89,114
89,116
89,117
89,121
89,130
89,134
89,147
89,160
89,177
89,180
89,186
89,193
89,194
89,200
89,201
89,204
89,205
89,207
89,208
89,216
89,217
89,225
89,228
89,233
89,234
89,235
89,245
89,248
89,252
89,256
89,264
89,265
89,266
90,6
90,8
90,9
90,15
90,26
90,29
90,31
90,32
90,35
90,41
90,42
90,53
90,55
90,56
90,65
90,66
90,67
90,85
90,91
90,92
90,102
90,103
90,107
90,108
90,110
90,111
90,113
90,114
90,116
90,117
90,121
90,130
90,134
90,147
90,160
90,177
90,180
90,186
90,193
90,194
90,200
90,201
90,203
90,204
90,205
90,207
90,208
90,216
90,217
90,222
90,225
90,228
90,233
90,234
90,235
90,245
90,248
90,252
90,256
90,264
90,265
90,266
91,1
91,6
91,8
91,15
91,16
91,26
91,29
91,31
91,32
91,35
91,41
91,42
91,55
91,56
91,65
91,85
91,90
91,102
91,103
91,107
91,108
91,110
91,111
91,113
91,114
91,116
91,117
91,121
91,130
91,134
91,147
91,155
91,160
91,177
91,180
91,186
91,193
91,194
91,200
91,201
91,204
91,207
91,208
91,222
91,225
91,228
91,233
91,235
91,245
91,248
91,252
91,255
91,264
91,265
91,266
92,6
92,8
92,9
92,15
92,26
92,29
92,31
92,42
92,53
92,55
92,56
92,65
92,66
92,67
92,90
92,103
92,108
92,110
92,113
92,117
92,121
92,130
92,134
92,147
92,160
92,177
92,180
92,193
92,194
92,200
92,201
92,204
92,205
92,208
92,216
92,217
92,228
92,234
92,235
92,245
92,252
92,256
92,265
92,266
93,1
93,6
93,9
93,16
93,26
93,29
93,32
93,35
93,41
93,42
93,54
93,56
93,65
93,68
93,85
93,91
93,92
93,102
93,103
93,107
93,114
93,116
93,117
93,147
93,155
93,177
93,186
93,193
93,194
93,200
93,204
93,207
93,208
93,217
93,225
93,232
93,233
93,234
93,235
93,245
93,248
93,253
93,255
93,256
93,264
93,265
94,1
94,6
94,9
94,16
94,26
94,29
94,31
94,32
94,35
94,41
94,42
94,53
94,54
94,55
94,56
94,65
94,66
94,67
94,85
94,90
94,91
94,92
94,102
94,103
94,107
94,108
94,110
94,111
94,113
94,114
94,116
94,117
94,121
94,130
94,134
94,147
94,155
94,160
94,177
94,180
94,186
94,193
94,194
94,200
94,204
94,205
94,207
94,208
94,216
94,217
94,222
94,225
94,232
94,233
94,234
94,235
94,245
94,248
94,252
94,253
94,255
94,264
94,265
95,1
95,6
95,15
95,16
95,26
95,29
95,31
95,32
95,35
95,41
95,42
95,53
95,55
95,56
95,65
95,68
95,85
95,90
95,91
95,92
95,102
95,103
95,107
95,114
95,117
95,121
95,130
95,134
95,147
95,155
95,160
95,177
95,180
95,186
95,193
95,194
95,200
95,201
95,204
95,205
95,207
95,208
95,216
95,217
95,225
95,234
95,235
95,245
95,248
95,252
95,256
95,264
95,265
95,266
96,1
96,6
96,8
96,15
96,16
96,26
96,29
96,31
96,32
96,35
96,41
96,42
96,53
96,55
96,56
96,65
96,68
96,85
96,90
96,91
96,92
96,102
96,107
96,108
96,111
96,113
96,114
96,116
96,117
96,121
96,130
96,134
96,147
96,160
96,177
96,180
96,186
96,193
96,194
96,200
96,201
96,204
96,205
96,207
96,208
96,216
96,217
96,225
96,228
96,233
96,234
96,235
96,245
96,248
96,252
96,253
96,256
96,264
96,265
96,266
97,1
97,6
97,8
97,15
97,26
97,29
97,31
97,32
97,35
97,41
97,42
97,53
97,55
97,65
97,90
97,91
97,102
97,107
97,108
97,111
97,113
97,116
97,117
97,121
97,130
97,177
97,180
97,186
97,193
97,194
97,201
97,204
97,207
97,208
97,217
97,225
97,228
97,233
97,234
97,235
97,245
97,252
97,253
97,256
97,265
97,266
98,6
98,8
98,9
98,15
98,26
98,29
98,31
98,35
98,41
98,42
98,53
98,55
98,56
98,65
98,66
98,67
98,84
98,90
98,92
98,103
98,107
98,108
98,110
98,111
98,113
98,114
98,116
98,117
98,121
98,130
98,134
98,147
98,160
98,177
98,180
98,186
98,193
98,194
98,200
98,201
98,203
98,205
98,207
98,208
98,216
98,217
98,234
98,235
98,245
98,252
98,253
98,256
98,264
98,265
98,266
99,1
99,6
99,8
99,16
99,26
99,29
99,31
99,32
99,35
99,41
99,42
99,53
99,55
99,65
99,68
99,85
99,90
99,91
99,102
99,107
99,108
99,110
99,111
99,113
99,114
99,116
99,117
99,134
99,147
99,160
99,180
99,186
99,193
99,194
99,201
99,203
99,204
99,207
99,208
99,217
99,225
99,228
99,233
99,234
99,235
99,245
99,248
99,253
99,256
99,264
99,266
100,6
100,8
100,9
100,15
100,26
100,29
100,31
100,35
100,42
100,53
100,55
100,56
100,65
100,66
100,67
100,90
100,92
100,103
100,108
100,110
100,121
100,130
100,134
100,147
100,160
100,177
100,180
100,186
100,193
100,194
100,200
100,201
100,205
100,208
100,216
100,217
100,245
100,252
100,256
100,265
101,1
101,6
101,8
101,9
101,15
101,26
101,29
101,31
101,32
101,35
101,41
101,42
101,53
101,55
101,56
101,65
101,66
101,67
101,68
101,90
101,91
101,92
101,102
101,103
101,107
101,108
101,110
101,111
101,113
101,114
101,116
101,117
101,121
101,130
101,134
101,147
101,160
101,177
101,180
101,186
101,193
101,194
101,200
101,201
101,203
101,204
101,205
101,207
101,208
101,216
101,217
101,225
101,228
101,233
101,234
101,235
101,245
101,248
101,252
101,253
101,256
101,265
101,266
102,1
102,6
102,8
102,9
102,16
102,26
102,29
102,31
102,32
102,35
102,41
102,42
102,53
102,54
102,55
102,56
102,65
102,68
102,84
102,85
102,90
102,91
102,103
102,107
102,108
102,111
102,113
102,114
102,116
102,117
102,130
102,147
102,155
102,160
102,177
102,186
102,193
102,194
102,200
102,201
102,203
102,204
102,207
102,208
102,217
102,222
102,225
102,228
102,232
102,233
102,234
102,235
102,245
102,248
102,253
102,255
102,256
102,264
102,266
103,1
103,6
103,9
103,15
103,16
103,26
103,29
103,31
103,41
103,42
103,53
103,55
103,56
103,65
103,66
103,67
103,90
103,91
103,92
103,102
103,108
103,110
103,113
103,114
103,121
103,130
103,134
103,147
103,160
103,177
103,180
103,186
103,193
103,194
103,200
103,205
103,207
103,208
103,216
103,225
103,228
103,235
103,245
103,248
103,252
103,264
103,265
104,6
104,15
104,16
104,26
104,29
104,31
104,32
104,53
104,55
104,56
104,66
104,84
104,90
104,91
104,92
104,107
104,108
104,110
104,111
104,121
104,130
104,134
104,147
104,160
104,177
104,180
104,186
104,193
104,194
104,200
104,201
104,205
104,216
104,217
104,225
104,228
104,235
104,248
104,252
104,255
104,264
104,265
105,1
105,6
105,8
105,15
105,16
105,26
105,29
105,31
105,32
105,35
105,41
105,42
105,53
105,55
105,56
105,65
105,90
105,92
105,102
105,108
105,111
105,113
105,114
105,117
105,121
105,130
105,134
105,147
105,160
105,177
105,180
105,186
105,193
105,194
105,200
105,201
105,205
105,207
105,208
105,216
105,217
105,225
105,228
105,233
105,235
105,248
105,252
105,256
105,264
105,265
105,266
106,1
106,6
106,15
106,16
106,26
106,29
106,31
106,32
106,35
106,41
106,42
106,53
106,55
106,56
106,65
106,68
106,85
106,90
106,91
106,92
106,102
106,103
106,107
106,114
106,117
106,121
106,130
106,134
106,147
106,155
106,160
106,177
106,180
106,186
106,193
106,194
106,200
106,201
106,204
106,205
106,207
106,208
106,216
106,217
106,225
106,234
106,235
106,245
106,248
106,252
106,256
106,264
106,265
106,266
107,1
107,6
107,8
107,9
107,16
107,29
107,31
107,32
107,35
107,41
107,42
107,56
107,65
107,68
107,85
107,90
107,91
107,102
107,108
107,110
107,111
107,113
107,114
107,116
107,117
107,130
107,147
107,160
107,186
107,193
107,194
107,200
107,204
107,207
107,208
107,217
107,222
107,225
107,234
107,235
107,245
107,248
107,253
107,264
108,6
108,8
108,9
108,15
108,16
108,26
108,29
108,31
108,32
108,35
108,41
108,42
108,53
108,55
108,56
108,65
108,66
108,67
108,68
108,85
108,90
108,91
108,92
108,102
108,103
108,107
108,110
108,111
108,113
108,114
108,116
108,117
108,121
108,130
108,134
108,147
108,155
108,160
108,177
108,180
108,193
108,194
108,200
108,201
108,203
108,204
108,205
108,207
108,208
108,216
108,217
108,222
108,225
108,228
108,233
108,234
108,235
108,245
108,248
108,252
108,255
108,256
108,264
108,265
108,266
109,1
109,9
109,16
109,29
109,35
109,41
109,54
109,65
109,68
109,84
109,85
109,102
109,114
109,116
109,130
109,147
109,155
109,200
109,203
109,225
109,228
109,232
109,233
109,248
109,255
109,264
110,6
110,8
110,9
110,15
110,26
110,29
110,31
110,32
110,35
110,41
110,42
110,53
110,55
110,56
110,65
110,66
110,67
110,90
110,91
110,92
110,103
110,107
110,108
110,111
110,113
110,114
110,116
110,117
110,121
110,130
110,134
110,147
110,160
110,177
110,180
110,186
110,193
110,194
110,200
110,201
110,203
110,205
110,207
110,208
110,216
110,225
110,228
110,234
110,235
110,245
110,252
110,256
110,264
110,265
111,8
111,15
111,16
111,26
111,29
111,31
111,32
111,35
111,41
111,42
111,55
111,56
111,65
111,66
111,67
111,68
111,85
111,90
111,91
111,102
111,107
111,108
111,110
111,113
111,114
111,116
111,117
111,121
111,130
111,134
111,147
111,155
111,160
111,177
111,180
111,186
111,193
111,194
111,200
111,201
111,203
111,204
111,207
111,208
111,217
111,228
111,233
111,234
111,235
111,245
111,248
111,252
111,255
111,256
111,264
111,265
111,266
112,6
112,9
112,15
112,26
112,29
112,31
112,32
112,42
112,53
112,55
112,56
112,65
112,66
112,67
112,90
112,92
112,103
112,108
112,110
112,121
112,130
112,134
112,147
112,160
112,177
112,180
112,193
112,194
112,200
112,201
112,205
112,208
112,216
112,228
112,235
112,245
112,248
112,252
112,265
113,6
113,8
113,15
113,16
113,26
113,29
113,31
113,32
113,35
113,41
113,42
113,55
113,56
113,65
113,68
113,85
113,90
113,91
113,92
113,102
113,103
113,107
113,108
113,110
113,111
113,114
113,116
113,117
113,121
113,130
113,134
113,160
113,177
113,180
113,186
113,193
113,194
113,201
113,203
113,204
113,207
113,208
113,217
113,222
113,225
113,228
113,233
113,234
113,235
113,245
113,248
113,252
113,256
113,264
113,265
113,266
114,1
114,6
114,8
114,9
114,16
114,26
114,29
114,32
114,35
114,41
114,42
114,54
114,55
114,56
114,65
114,68
114,84
114,85
114,90
114,91
114,102
114,103
114,107
114,108
114,110
114,111
114,113
114,116
114,117
114,121
114,130
114,147
114,155
114,160
114,177
114,186
114,193
114,194
114,200
114,201
114,203
114,204
114,207
114,208
114,217
114,225
114,228
114,232
114,233
114,234
114,235
114,245
114,248
114,253
114,255
114,256
114,264
115,6
115,8
115,9
115,15
115,16
115,26
115,29
115,31
115,32
115,35
115,41
115,42
115,53
115,55
115,56
115,65
115,66
115,67
115,68
115,85
115,90
115,91
115,92
115,102
115,103
115,107
115,108
115,110
115,111
115,113
115,114
115,117
115,121
115,130
115,134
115,147
115,155
115,160
115,177
115,180
115,186
115,193
115,194
115,200
115,201
115,205
115,207
115,208
115,216
115,217
115,225
115,234
115,235
115,245
115,248
115,252
115,256
115,264
115,265
115,266
116,1
116,8
116,9
116,15
116,16
116,26
116,29
116,31
116,32
116,35
116,41
116,42
116,53
116,54
116,55
116,56
116,65
116,68
116,84
116,85
116,90
116,91
116,102
116,107
116,108
116,110
116,111
116,113
116,114
116,117
116,121
116,130
116,134
116,147
116,155
116,160
116,177
116,180
116,186
116,193
116,194
116,200
116,201
116,203
116,204
116,207
116,208
116,217
116,225
116,228
116,232
116,233
116,234
116,235
116,245
116,248
116,252
116,253
116,255
116,256
116,264
116,265
116,266
117,1
117,6
117,8
117,15
117,26
117,29
117,31
117,32
117,35
117,41
117,42
117,53
117,55
117,56
117,65
117,68
117,90
117,91
117,92
117,102
117,107
117,108
117,110
117,111
117,113
117,114
117,116
117,121
117,130
117,134
117,160
117,177
117,180
117,186
117,193
117,194
117,200
117,201
117,203
117,204
117,205
117,207
117,208
117,216
117,217
117,225
117,228
117,233
117,234
117,235
117,245
117,252
117,253
117,256
117,265
117,266
118,1
118,6
118,15
118,26
118,29
118,31
118,32
118,35
118,41
118,42
118,53
118,55
118,56
118,65
118,90
118,92
118,107
118,116
118,117
118,121
118,130
118,134
118,160
118,177
118,180
118,193
118,194
118,200
118,201
118,205
118,207
118,216
118,217
118,234
118,235
118,245
118,248
118,252
118,253
118,256
118,265
118,266
119,1
119,6
119,31
119,32
119,35
119,42
119,53
119,55
119,65
119,117
119,186
119,193
119,194
119,201
119,207
119,217
119,233
119,234
119,245
119,248
119,256
119,266
120,6
120,9
120,15
120,26
120,29
120,31
120,42
120,53
120,55
120,56
120,65
120,66
120,67
120,90
120,92
120,103
120,108
120,110
120,116
120,117
120,121
120,130
120,134
120,147
120,160
120,177
120,180
120,186
120,193
120,194
120,200
120,201
120,205
120,207
120,208
120,216
120,217
120,228
120,234
120,245
120,252
120,256
120,265
120,266
121,6
121,8
121,9
121,15
121,26
121,29
121,31
121,32
121,35
121,42
121,53
121,55
121,56
121,65
121,66
121,67
121,90
121,91
121,92
121,103
121,108
121,110
121,111
121,113
121,114
121,116
121,117
121,130
121,134
121,147
121,160
121,177
121,180
121,186
121,193
121,194
121,200
121,201
121,204
121,205
121,207
121,208
121,216
121,217
121,228
121,233
121,234
121,235
121,245
121,252
121,256
121,265
121,266
122,6
122,9
122,15
122,26
122,29
122,31
122,35
122,41
122,42
122,53
122,55
122,56
122,65
122,66
122,67
122,90
122,91
122,92
122,103
122,108
122,110
122,111
122,116
122,121
122,130
122,134
122,147
122,160
122,177
122,180
122,186
122,193
122,200
122,205
122,208
122,216
122,228
122,245
122,252
122,265
123,6
123,9
123,15
123,26
123,29
123,31
123,32
123,42
123,53
123,55
123,56
123,65
123,66
123,67
123,90
123,91
123,92
123,103
123,108
123,110
123,111
123,113
123,116
123,121
123,130
123,134
123,147
123,160
123,177
123,180
123,193
123,194
123,200
123,201
123,205
123,207
123,208
123,216
123,217
123,228
123,235
123,245
123,248
123,252
123,265
124,1
124,6
124,8
124,15
124,16
124,26
124,29
124,31
124,32
124,35
124,41
124,42
124,53
124,55
124,56
124,65
124,66
124,68
124,85
124,90
124,91
124,92
124,102
124,107
124,108
124,110
124,111
124,113
124,114
124,116
124,117
124,121
124,130
124,134
124,147
124,160
124,177
124,180
124,186
124,193
124,194
124,200
124,201
124,204
124,205
124,207
124,208
124,216
124,217
124,222
124,225
124,228
124,233
124,234
124,235
124,245
124,248
124,252
124,256
124,264
124,265
124,266
125,117
125,193
125,207
125,256
126,1
126,6
126,8
126,9
126,15
126,16
126,26
126,29
126,31
126,32
126,35
126,41
126,42
126,53
126,55
126,56
126,65
126,66
126,67
126,68
126,85
126,90
126,91
126,92
126,102
126,103
126,107
126,108
126,110
126,111
126,113
126,114
126,116
126,117
126,121
126,130
126,134
126,147
126,155
126,160
126,177
126,180
126,186
126,193
126,194
126,200
126,201
126,203
126,204
126,205
126,207
126,208
126,216
126,217
126,225
126,228
126,233
126,234
126,235
126,245
126,248
126,252
126,253
126,256
126,264
126,265
126,266
127,1
127,6
127,8
127,15
127,16
127,26
127,29
127,31
127,32
127,35
127,41
127,55
127,56
127,65
127,66
127,67
127,68
127,85
127,90
127,91
127,92
127,102
127,107
127,108
127,110
127,111
127,113
127,114
127,116
127,117
127,121
127,130
127,134
127,147
127,160
127,177
127,180
127,186
127,193
127,194
127,200
127,201
127,205
127,207
127,208
127,216
127,217
127,225
127,228
127,235
127,245
127,248
127,252
127,264
127,265
128,6
128,8
128,9
128,15
128,26
128,29
128,31
128,32
128,35
128,42
128,53
128,55
128,56
128,65
128,66
128,67
128,90
128,91
128,92
128,103
128,108
128,110
128,111
128,113
128,116
128,117
128,121
128,130
128,134
128,147
128,160
128,177
128,180
128,186
128,193
128,194
128,200
128,201
128,204
128,205
128,207
128,208
128,216
128,217
128,228
128,233
128,234
128,235
128,245
128,248
128,252
128,256
128,264
128,265
128,266
129,1
129,6
129,8
129,9
129,15
129,16
129,26
129,29
129,31
129,32
129,35
129,41
129,42
129,53
129,55
129,56
129,65
129,66
129,67
129,68
129,90
129,91
129,92
129,102
129,103
129,107
129,108
129,110
129,111
129,113
129,114
129,116
129,117
129,121
129,130
129,134
129,147
129,160
129,177
129,180
129,186
129,193
129,194
129,200
129,201
129,203
129,204
129,205
129,207
129,208
129,216
129,217
129,225
129,233
129,234
129,235
129,245
129,248
129,252
129,253
129,256
129,264
129,265
129,266
130,1
130,6
130,8
130,9
130,15
130,16
130,26
130,29
130,31
130,32
130,35
130,41
130,42
130,53
130,54
130,55
130,56
130,65
130,66
130,67
130,68
130,84
130,85
130,90
130,91
130,92
130,102
130,103
130,107
130,108
130,110
130,111
130,113
130,114
130,116
130,117
130,121
130,134
130,147
130,155
130,160
130,177
130,180
130,186
130,193
130,194
130,200
130,201
130,203
130,204
130,205
130,207
130,208
130,216
130,217
130,222
130,225
130,228
130,232
130,233
130,234
130,235
130,245
130,248
130,252
130,255
130,256
130,264
130,265
130,266
131,1
131,16
131,29
131,32
131,35
131,41
131,42
131,65
131,84
131,91
131,102
131,107
131,108
131,110
131,111
131,113
131,114
131,147
131,186
131,193
131,200
131,207
131,208
131,225
131,228
131,235
131,248
131,255
131,264
132,1
132,6
132,8
132,9
132,15
132,16
132,26
132,29
132,31
132,32
132,35
132,41
132,42
132,53
132,55
132,56
132,65
132,66
132,67
132,90
132,91
132,92
132,102
132,103
132,108
132,110
132,111
132,113
132,114
132,116
132,117
132,121
132,130
132,134
132,147
132,160
132,177
132,180
132,186
132,193
132,194
132,200
132,201
132,204
132,205
132,207
132,208
132,216
132,217
132,225
132,228
132,233
132,234
132,235
132,245
132,248
132,252
132,256
132,264
132,265
132,266
133,1
133,6
133,8
133,9
133,15
133,16
133,26
133,29
133,31
133,32
133,35
133,41
133,42
133,53
133,55
133,56
133,65
133,85
133,90
133,91
133,92
133,102
133,107
133,108
133,110
133,111
133,113
133,114
133,116
133,117
133,121
133,130
133,134
133,147
133,160
133,177
133,180
133,186
133,193
133,194
133,200
133,201
133,204
133,205
133,207
133,208
133,216
133,217
133,222
133,225
133,228
133,232
133,233
133,234
133,235
133,245
133,248
133,252
133,253
133,256
133,264
133,265
133,266
134,6
134,8
134,9
134,15
134,26
134,29
134,31
134,35
134,42
134,53
134,55
134,56
134,65
134,66
134,67
134,90
134,91
134,92
134,103
134,108
134,110
134,111
134,113
134,116
134,117
134,121
134,130
134,147
134,160
134,177
134,180
134,193
134,194
134,200
134,201
134,204
134,205
134,208
134,216
134,217
134,228
134,234
134,245
134,248
134,252
134,256
134,265
134,266
135,6
135,32
135,42
135,53
135,65
135,117
135,193
135,194
135,201
135,217
135,234
135,245
135,248
135,256
135,266
136,1
136,6
136,8
136,16
136,26
136,29
136,31
136,32
136,35
136,41
136,42
136,53
136,55
136,65
136,68
136,85
136,90
136,102
136,107
136,108
136,110
136,111
136,113
136,114
136,116
136,117
136,160
136,186
136,193
136,194
136,200
136,201
136,203
136,207
136,208
136,217
136,225
136,233
136,234
136,235
136,245
136,248
136,256
136,264
136,266
137,1
137,6
137,8
137,9
137,15
137,16
137,26
137,29
137,31
137,32
137,35
137,41
137,42
137,53
137,55
137,56
137,65
137,90
137,91
137,92
137,102
137,107
137,108
137,111
137,113
137,114
137,116
137,117
137,121
137,130
137,134
137,147
137,160
137,177
137,180
137,186
137,193
137,194
137,200
137,201
137,204
137,205
137,207
137,216
137,217
137,225
137,228
137,233
137,234
137,235
137,245
137,248
137,252
137,253
137,256
137,264
137,265
137,266
138,1
138,6
138,8
138,15
138,16
138,26
138,29
138,31
138,32
138,35
138,41
138,42
138,53
138,55
138,56
138,65
138,68
138,84
138,85
138,90
138,91
138,102
138,107
138,108
138,110
138,111
138,113
138,114
138,116
138,117
138,121
138,130
138,134
138,147
138,155
138,160
138,177
138,180
138,186
138,193
138,194
138,200
138,201
138,204
138,207
138,208
138,217
138,222
138,225
138,228
138,233
138,234
138,235
138,245
138,248
138,252
138,255
138,256
138,264
138,265
138,266
139,1
139,6
139,8
139,9
139,15
139,26
139,29
139,31
139,32
139,35
139,41
139,42
139,53
139,55
139,56
139,65
139,66
139,67
139,90
139,92
139,102
139,103
139,107
139,108
139,110
139,111
139,113
139,114
139,116
139,117
139,121
139,130
139,134
139,147
139,160
139,177
